time,Open,High,Low,Close,tick_volume,Volume,spread
2025-07-21 19:00:00,1.17047,1.17047,1.17001,1.17007,307,0,0
2025-07-21 19:05:00,1.17007,1.17021,1.16975,1.16995,259,0,0
2025-07-21 19:10:00,1.16995,1.17058,1.1699,1.17023,300,0,0
2025-07-21 19:15:00,1.17023,1.17026,1.16955,1.1697,300,0,0
2025-07-21 19:20:00,1.1697,1.16993,1.16957,1.16982,187,0,0
2025-07-21 19:25:00,1.16982,1.1700599999999999,1.16964,1.16993,238,0,0
2025-07-21 19:30:00,1.16993,1.1701,1.16984,1.16998,182,0,0
2025-07-21 19:35:00,1.16998,1.17034,1.16997,1.17008,151,0,0
2025-07-21 19:40:00,1.17008,1.17043,1.16985,1.17027,156,0,0
2025-07-21 19:45:00,1.17027,1.17045,1.17025,1.17034,130,0,0
2025-07-21 19:50:00,1.17034,1.17051,1.16991,1.17014,166,0,0
2025-07-21 19:55:00,1.17014,1.17019,1.16988,1.17001,158,0,0
2025-07-21 20:00:00,1.17001,1.17014,1.1694,1.1694499999999999,283,0,0
2025-07-21 20:05:00,1.1694499999999999,1.16947,1.16921,1.16932,214,0,0
2025-07-21 20:10:00,1.16932,1.16965,1.1693,1.16946,209,0,0
2025-07-21 20:15:00,1.16946,1.16948,1.1692,1.16933,121,0,0
2025-07-21 20:20:00,1.16933,1.16933,1.16891,1.16898,143,0,0
2025-07-21 20:25:00,1.16898,1.16904,1.16867,1.16895,166,0,0
2025-07-21 20:30:00,1.16895,1.16905,1.16859,1.1688,165,0,0
2025-07-21 20:35:00,1.1688,1.16927,1.16871,1.16927,93,0,0
2025-07-21 20:40:00,1.16927,1.16942,1.16913,1.16936,132,0,0
2025-07-21 20:45:00,1.16936,1.16941,1.16915,1.16929,119,0,0
2025-07-21 20:50:00,1.16929,1.1694499999999999,1.1691799999999999,1.16924,148,0,0
2025-07-21 20:55:00,1.16924,1.16936,1.16904,1.16909,212,0,0
2025-07-21 21:00:00,1.16909,1.16923,1.16903,1.16911,193,0,0
2025-07-21 21:05:00,1.16911,1.16924,1.16898,1.169,150,0,0
2025-07-21 21:10:00,1.169,1.16903,1.16872,1.16881,129,0,0
2025-07-21 21:15:00,1.16881,1.16932,1.16879,1.16928,115,0,0
2025-07-21 21:20:00,1.16928,1.16942,1.16926,1.1694,129,0,0
2025-07-21 21:25:00,1.1694,1.16954,1.1693500000000001,1.16947,143,0,0
2025-07-21 21:30:00,1.16947,1.16948,1.1690800000000001,1.16911,126,0,0
2025-07-21 21:35:00,1.16911,1.16925,1.16894,1.16899,98,0,0
2025-07-21 21:40:00,1.16899,1.16899,1.16882,1.16882,93,0,0
2025-07-21 21:45:00,1.16882,1.16912,1.16869,1.16906,169,0,0
2025-07-21 21:50:00,1.16906,1.16932,1.16904,1.16931,145,0,0
2025-07-21 21:55:00,1.16931,1.16946,1.1693,1.1694,186,0,0
2025-07-21 22:00:00,1.1694,1.16947,1.16919,1.1692,145,0,0
2025-07-21 22:05:00,1.1692,1.16961,1.1692,1.1695,151,0,0
2025-07-21 22:10:00,1.1695,1.1696,1.16949,1.16959,97,0,0
2025-07-21 22:15:00,1.16959,1.16959,1.1693,1.16936,112,0,0
2025-07-21 22:20:00,1.1693500000000001,1.16938,1.16915,1.16915,124,0,0
2025-07-21 22:25:00,1.16915,1.1692,1.16904,1.1691,81,0,0
2025-07-21 22:30:00,1.1691,1.16925,1.16903,1.16921,131,0,0
2025-07-21 22:35:00,1.16921,1.16941,1.1690800000000001,1.16941,91,0,0
2025-07-21 22:40:00,1.16941,1.16949,1.16938,1.1694,104,0,0
2025-07-21 22:45:00,1.16941,1.16946,1.16931,1.16942,78,0,0
2025-07-21 22:50:00,1.16942,1.16949,1.16899,1.169,101,0,0
2025-07-21 22:55:00,1.169,1.16917,1.16894,1.16897,145,0,0
2025-07-21 23:00:00,1.16897,1.16902,1.16889,1.16898,160,0,0
2025-07-21 23:05:00,1.16898,1.16909,1.16894,1.16899,143,0,0
2025-07-21 23:10:00,1.16899,1.16899,1.16887,1.16896,116,0,0
2025-07-21 23:15:00,1.16896,1.16899,1.16881,1.1689,91,0,0
2025-07-21 23:20:00,1.1689,1.16897,1.16887,1.16897,85,0,0
2025-07-21 23:25:00,1.16897,1.1691,1.16891,1.16897,109,0,0
2025-07-21 23:30:00,1.16897,1.16899,1.16893,1.16896,73,0,0
2025-07-21 23:35:00,1.16896,1.16924,1.16895,1.1692,103,0,0
2025-07-21 23:40:00,1.1692,1.1692,1.16912,1.16916,110,0,0
2025-07-21 23:45:00,1.16916,1.1694,1.16914,1.16937,108,0,5
2025-07-21 23:50:00,1.16937,1.16942,1.1693,1.16932,122,0,5
2025-07-21 23:55:00,1.16932,1.16962,1.16923,1.1695,223,0,5
2025-07-22 00:00:00,1.16894,1.16895,1.16862,1.16893,9,0,49
2025-07-22 00:05:00,1.16893,1.16919,1.16893,1.16913,32,0,26
2025-07-22 00:10:00,1.16913,1.16914,1.16893,1.16894,25,0,31
2025-07-22 00:15:00,1.16894,1.1691799999999999,1.16894,1.16911,19,0,28
2025-07-22 00:20:00,1.16911,1.16915,1.16901,1.16914,23,0,43
2025-07-22 00:25:00,1.16914,1.16929,1.16912,1.16914,23,0,26
2025-07-22 00:30:00,1.16914,1.16923,1.16914,1.16921,20,0,35
2025-07-22 00:35:00,1.16921,1.16942,1.16912,1.16916,101,0,23
2025-07-22 00:40:00,1.16916,1.16919,1.16902,1.16913,61,0,37
2025-07-22 00:45:00,1.16913,1.16932,1.16913,1.16929,49,0,23
2025-07-22 00:50:00,1.16929,1.16931,1.16916,1.16921,47,0,29
2025-07-22 00:55:00,1.16921,1.16922,1.16903,1.16914,96,0,21
2025-07-22 01:00:00,1.16914,1.16949,1.16912,1.16938,143,0,0
2025-07-22 01:05:00,1.16938,1.16939,1.16913,1.16932,62,0,0
2025-07-22 01:10:00,1.16932,1.16938,1.1693,1.1693500000000001,29,0,0
2025-07-22 01:15:00,1.1693500000000001,1.16944,1.1693500000000001,1.16941,32,0,0
2025-07-22 01:20:00,1.16941,1.16943,1.16937,1.16937,26,0,0
2025-07-22 01:25:00,1.16937,1.1694499999999999,1.1693500000000001,1.16937,29,0,0
2025-07-22 01:30:00,1.16937,1.16941,1.16934,1.16938,51,0,0
2025-07-22 01:35:00,1.16938,1.16947,1.16934,1.16946,46,0,0
2025-07-22 01:40:00,1.16946,1.16948,1.16936,1.16943,55,0,0
2025-07-22 01:45:00,1.16943,1.16948,1.16928,1.16933,57,0,0
2025-07-22 01:50:00,1.16933,1.16942,1.16932,1.16936,54,0,0
2025-07-22 01:55:00,1.16936,1.16948,1.16931,1.16948,43,0,0
2025-07-22 02:00:00,1.16948,1.16948,1.16941,1.16942,43,0,0
2025-07-22 02:05:00,1.16942,1.16946,1.1693500000000001,1.16943,27,0,0
2025-07-22 02:10:00,1.16943,1.16943,1.16925,1.16925,39,0,0
2025-07-22 02:15:00,1.16925,1.16925,1.16914,1.16919,57,0,0
2025-07-22 02:20:00,1.16919,1.16921,1.16914,1.16916,42,0,0
2025-07-22 02:25:00,1.16916,1.16917,1.16905,1.16909,49,0,0
2025-07-22 02:30:00,1.16909,1.16933,1.16906,1.16932,53,0,0
2025-07-22 02:35:00,1.16932,1.16933,1.16911,1.1691799999999999,78,0,0
2025-07-22 02:40:00,1.1691799999999999,1.16928,1.1691,1.16926,52,0,0
2025-07-22 02:45:00,1.16926,1.16943,1.16917,1.16942,97,0,0
2025-07-22 02:50:00,1.16942,1.16959,1.16942,1.16954,76,0,0
2025-07-22 02:55:00,1.16954,1.16956,1.1694,1.16949,85,0,0
2025-07-22 03:00:00,1.16949,1.16954,1.16888,1.16898,249,0,0
2025-07-22 03:05:00,1.16898,1.16902,1.16868,1.16869,142,0,0
2025-07-22 03:10:00,1.16869,1.16875,1.16839,1.16841,208,0,0
2025-07-22 03:15:00,1.16841,1.16866,1.16838,1.1684700000000001,147,0,0
2025-07-22 03:20:00,1.1684700000000001,1.1685,1.16836,1.16846,139,0,0
2025-07-22 03:25:00,1.16846,1.1689,1.16846,1.16886,118,0,0
2025-07-22 03:30:00,1.16886,1.16904,1.16872,1.16892,205,0,0
2025-07-22 03:35:00,1.16892,1.16911,1.16889,1.16909,151,0,0
2025-07-22 03:40:00,1.16909,1.16934,1.16897,1.16923,167,0,0
2025-07-22 03:45:00,1.16923,1.16928,1.16913,1.16913,133,0,0
2025-07-22 03:50:00,1.16913,1.16922,1.16875,1.16882,288,0,0
2025-07-22 03:55:00,1.16882,1.16905,1.16878,1.16885,196,0,0
2025-07-22 04:00:00,1.16885,1.16903,1.16875,1.1688,168,0,0
2025-07-22 04:05:00,1.1688,1.16893,1.16867,1.16889,137,0,0
2025-07-22 04:10:00,1.16889,1.16898,1.1688399999999999,1.16888,78,0,0
2025-07-22 04:15:00,1.16888,1.169,1.16864,1.16883,138,0,0
2025-07-22 04:20:00,1.16883,1.16899,1.1686,1.16861,142,0,0
2025-07-22 04:25:00,1.16861,1.16879,1.1685699999999999,1.16866,73,0,0
2025-07-22 04:30:00,1.16866,1.16901,1.16866,1.16872,195,0,0
2025-07-22 04:35:00,1.16872,1.16882,1.16831,1.16837,208,0,0
2025-07-22 04:40:00,1.16837,1.16849,1.16825,1.16837,227,0,0
2025-07-22 04:45:00,1.16837,1.16872,1.16831,1.16871,133,0,0
2025-07-22 04:50:00,1.16871,1.16882,1.16843,1.1685,153,0,0
2025-07-22 04:55:00,1.16851,1.1689,1.1685,1.16883,242,0,0
2025-07-22 05:00:00,1.16883,1.1690800000000001,1.16881,1.16905,194,0,0
2025-07-22 05:05:00,1.16905,1.1691,1.16888,1.16909,109,0,0
2025-07-22 05:10:00,1.16909,1.16947,1.16909,1.16947,112,0,0
2025-07-22 05:15:00,1.16947,1.16953,1.1694,1.16951,135,0,0
2025-07-22 05:20:00,1.16951,1.16958,1.16942,1.16954,87,0,0
2025-07-22 05:25:00,1.16954,1.16958,1.16912,1.16915,172,0,0
2025-07-22 05:30:00,1.16915,1.16915,1.169,1.16907,103,0,0
2025-07-22 05:35:00,1.16907,1.16912,1.16893,1.16901,85,0,0
2025-07-22 05:40:00,1.16901,1.16906,1.1688399999999999,1.16902,127,0,0
2025-07-22 05:45:00,1.16902,1.1691799999999999,1.16896,1.16912,108,0,0
2025-07-22 05:50:00,1.16912,1.16923,1.1691,1.16916,85,0,0
2025-07-22 05:55:00,1.16916,1.16917,1.16898,1.1690800000000001,125,0,0
2025-07-22 06:00:00,1.1690800000000001,1.16912,1.16883,1.16888,139,0,0
2025-07-22 06:05:00,1.16888,1.16888,1.16864,1.16867,110,0,0
2025-07-22 06:10:00,1.16867,1.16871,1.16851,1.16862,96,0,0
2025-07-22 06:15:00,1.16862,1.16886,1.1685699999999999,1.16872,109,0,0
2025-07-22 06:20:00,1.16872,1.1687400000000001,1.16863,1.16869,126,0,0
2025-07-22 06:25:00,1.16869,1.16893,1.16869,1.16889,88,0,0
2025-07-22 06:30:00,1.16889,1.1689,1.16865,1.16875,83,0,0
2025-07-22 06:35:00,1.16875,1.1689,1.16868,1.1689,75,0,0
2025-07-22 06:40:00,1.1689,1.16898,1.1688399999999999,1.16897,44,0,0
2025-07-22 06:45:00,1.16897,1.16904,1.1688399999999999,1.16885,87,0,0
2025-07-22 06:50:00,1.16885,1.169,1.1687400000000001,1.16876,114,0,0
2025-07-22 06:55:00,1.16876,1.16878,1.16854,1.16872,161,0,0
2025-07-22 07:00:00,1.16872,1.16883,1.16868,1.16868,99,0,0
2025-07-22 07:05:00,1.16868,1.16886,1.16863,1.16883,81,0,0
2025-07-22 07:10:00,1.16883,1.16885,1.16873,1.1688399999999999,84,0,0
2025-07-22 07:15:00,1.1688399999999999,1.16913,1.16877,1.16912,117,0,0
2025-07-22 07:20:00,1.16911,1.16927,1.16909,1.16926,78,0,0
2025-07-22 07:25:00,1.16926,1.1693500000000001,1.1692,1.16927,151,0,0
2025-07-22 07:30:00,1.16927,1.1693500000000001,1.16924,1.16927,104,0,0
2025-07-22 07:35:00,1.16927,1.16927,1.16901,1.16901,73,0,0
2025-07-22 07:40:00,1.16902,1.1691799999999999,1.16893,1.16917,77,0,0
2025-07-22 07:45:00,1.16917,1.16947,1.16916,1.16944,106,0,0
2025-07-22 07:50:00,1.16944,1.16944,1.16911,1.16915,167,0,0
2025-07-22 07:55:00,1.16915,1.16917,1.16883,1.1688399999999999,134,0,0
2025-07-22 08:00:00,1.1688399999999999,1.16923,1.16878,1.16916,153,0,0
2025-07-22 08:05:00,1.16916,1.16923,1.16904,1.1691,103,0,0
2025-07-22 08:10:00,1.1691,1.1691,1.1688399999999999,1.16886,123,0,0
2025-07-22 08:15:00,1.16886,1.16887,1.16864,1.1687400000000001,167,0,0
2025-07-22 08:20:00,1.1687400000000001,1.16882,1.16854,1.16869,168,0,0
2025-07-22 08:25:00,1.1687,1.16892,1.16869,1.16883,99,0,0
2025-07-22 08:30:00,1.16883,1.1689,1.16876,1.16877,102,0,0
2025-07-22 08:35:00,1.16876,1.16888,1.16864,1.16881,97,0,0
2025-07-22 08:40:00,1.16881,1.16894,1.16865,1.16865,124,0,0
2025-07-22 08:45:00,1.16865,1.16868,1.16831,1.16842,166,0,0
2025-07-22 08:50:00,1.16842,1.16853,1.16834,1.1684700000000001,167,0,0
2025-07-22 08:55:00,1.1684700000000001,1.16883,1.1684700000000001,1.16873,193,0,0
2025-07-22 09:00:00,1.16873,1.16878,1.16851,1.1687,206,0,0
2025-07-22 09:05:00,1.1687,1.16887,1.16862,1.16872,152,0,0
2025-07-22 09:10:00,1.16872,1.16903,1.16868,1.16895,164,0,0
2025-07-22 09:15:00,1.16895,1.16914,1.16892,1.16899,150,0,0
2025-07-22 09:20:00,1.16899,1.16913,1.16866,1.16873,158,0,0
2025-07-22 09:25:00,1.16872,1.16887,1.16853,1.1685699999999999,150,0,0
2025-07-22 09:30:00,1.1685699999999999,1.16906,1.16851,1.16895,206,0,0
2025-07-22 09:35:00,1.16895,1.16905,1.16866,1.16893,158,0,0
2025-07-22 09:40:00,1.16893,1.16899,1.16851,1.1685699999999999,181,0,0
2025-07-22 09:45:00,1.1685699999999999,1.16889,1.16854,1.16883,153,0,0
2025-07-22 09:50:00,1.16887,1.16889,1.16859,1.16859,143,0,0
2025-07-22 09:55:00,1.16859,1.16922,1.16842,1.16909,359,0,0
2025-07-22 10:00:00,1.16909,1.16923,1.16877,1.16921,332,0,0
2025-07-22 10:05:00,1.16921,1.16921,1.16853,1.16864,181,0,0
2025-07-22 10:10:00,1.16864,1.16883,1.16856,1.16863,209,0,0
2025-07-22 10:15:00,1.16862,1.16869,1.16831,1.1685,187,0,0
2025-07-22 10:20:00,1.1685,1.16876,1.16846,1.16859,202,0,0
2025-07-22 10:25:00,1.16859,1.16895,1.16859,1.16886,151,0,0
2025-07-22 10:30:00,1.16886,1.16899,1.1688399999999999,1.16888,158,0,0
2025-07-22 10:35:00,1.16888,1.16898,1.16883,1.16889,87,0,0
2025-07-22 10:40:00,1.16893,1.16897,1.16863,1.1689,176,0,0
2025-07-22 10:45:00,1.1689,1.16891,1.1688,1.16882,167,0,0
2025-07-22 10:50:00,1.16882,1.1688399999999999,1.16818,1.16845,324,0,0
2025-07-22 10:55:00,1.16845,1.16882,1.16841,1.1686,306,0,0
2025-07-22 11:00:00,1.1686,1.16907,1.1684,1.16906,278,0,0
2025-07-22 11:05:00,1.16906,1.1695,1.16903,1.16909,256,0,0
2025-07-22 11:10:00,1.16909,1.1693,1.16896,1.16897,236,0,0
2025-07-22 11:15:00,1.16897,1.16917,1.16887,1.169,200,0,0
2025-07-22 11:20:00,1.169,1.16917,1.16886,1.16909,154,0,0
2025-07-22 11:25:00,1.16909,1.1692,1.16897,1.16901,164,0,0
2025-07-22 11:30:00,1.16901,1.16977,1.16895,1.16966,271,0,0
2025-07-22 11:35:00,1.16965,1.17034,1.16962,1.17016,324,0,0
2025-07-22 11:40:00,1.17016,1.17016,1.16974,1.1699,231,0,0
2025-07-22 11:45:00,1.1699,1.16994,1.16962,1.16978,199,0,0
2025-07-22 11:50:00,1.16978,1.17012,1.16968,1.16997,176,0,0
2025-07-22 11:55:00,1.16997,1.16999,1.16976,1.16985,190,0,0
2025-07-22 12:00:00,1.16985,1.17031,1.16985,1.16996,313,0,0
2025-07-22 12:05:00,1.16996,1.17011,1.16976,1.16989,217,0,0
2025-07-22 12:10:00,1.16989,1.17014,1.16984,1.1699,206,0,0
2025-07-22 12:15:00,1.1699,1.17008,1.16983,1.17005,147,0,0
2025-07-22 12:20:00,1.17005,1.17022,1.16999,1.1700599999999999,171,0,0
2025-07-22 12:25:00,1.1700599999999999,1.17017,1.1699,1.16996,184,0,0
2025-07-22 12:30:00,1.16996,1.17001,1.1696,1.1696900000000001,190,0,0
2025-07-22 12:35:00,1.1696900000000001,1.16972,1.16957,1.16958,118,0,0
2025-07-22 12:40:00,1.16958,1.1699,1.16932,1.1699,245,0,0
2025-07-22 12:45:00,1.1699,1.17021,1.16985,1.17012,153,0,0
2025-07-22 12:50:00,1.17012,1.17042,1.17011,1.17032,182,0,0
2025-07-22 12:55:00,1.17032,1.1707,1.1703000000000001,1.17056,191,0,0
2025-07-22 13:00:00,1.17056,1.17093,1.1703999999999999,1.17082,239,0,0
2025-07-22 13:05:00,1.17081,1.17095,1.17054,1.17055,198,0,0
2025-07-22 13:10:00,1.17055,1.17086,1.17049,1.17086,155,0,0
2025-07-22 13:15:00,1.17086,1.17094,1.17068,1.17069,153,0,0
2025-07-22 13:20:00,1.17069,1.17069,1.17045,1.17048,151,0,0
2025-07-22 13:25:00,1.17048,1.17056,1.17038,1.17044,111,0,0
2025-07-22 13:30:00,1.17044,1.17054,1.1700599999999999,1.17018,231,0,0
2025-07-22 13:35:00,1.17018,1.17033,1.17018,1.17027,115,0,0
2025-07-22 13:40:00,1.17026,1.17047,1.17018,1.17044,125,0,0
2025-07-22 13:45:00,1.17044,1.17044,1.17017,1.17018,156,0,0
2025-07-22 13:50:00,1.17018,1.17035,1.17012,1.17018,180,0,0
2025-07-22 13:55:00,1.17018,1.17024,1.16997,1.17019,206,0,0
2025-07-22 14:00:00,1.17017,1.17038,1.17012,1.17025,224,0,0
2025-07-22 14:05:00,1.17025,1.17034,1.17012,1.17018,132,0,0
2025-07-22 14:10:00,1.17018,1.1703000000000001,1.17015,1.1702,129,0,0
2025-07-22 14:15:00,1.1702,1.17033,1.17009,1.17022,156,0,0
2025-07-22 14:20:00,1.17022,1.17025,1.16993,1.16994,183,0,0
2025-07-22 14:25:00,1.16994,1.16995,1.16944,1.16967,235,0,0
2025-07-22 14:30:00,1.16967,1.17001,1.16963,1.16991,159,0,0
2025-07-22 14:35:00,1.16991,1.17009,1.16964,1.16973,187,0,0
2025-07-22 14:40:00,1.16973,1.17004,1.16968,1.17,271,0,0
2025-07-22 14:45:00,1.16998,1.17,1.16967,1.16974,284,0,0
2025-07-22 14:50:00,1.16974,1.16987,1.16967,1.16972,264,0,0
2025-07-22 14:55:00,1.1697,1.17033,1.1696900000000001,1.17015,351,0,0
2025-07-22 15:00:00,1.17015,1.1705,1.17014,1.1702,266,0,0
2025-07-22 15:05:00,1.1702,1.1702,1.16991,1.16991,148,0,0
2025-07-22 15:10:00,1.16991,1.17001,1.16953,1.16954,270,0,0
2025-07-22 15:15:00,1.16955,1.16956,1.16903,1.16911,259,0,0
2025-07-22 15:20:00,1.16911,1.16931,1.16875,1.16916,219,0,0
2025-07-22 15:25:00,1.16916,1.16926,1.16897,1.16903,209,0,0
2025-07-22 15:30:00,1.16903,1.1693500000000001,1.16888,1.16893,261,0,0
2025-07-22 15:35:00,1.16893,1.1692,1.16883,1.16896,209,0,0
2025-07-22 15:40:00,1.16896,1.16898,1.1687400000000001,1.16885,236,0,0
2025-07-22 15:45:00,1.16885,1.16909,1.16842,1.1689,392,0,0
2025-07-22 15:50:00,1.1689,1.16907,1.16832,1.16906,387,0,0
2025-07-22 15:55:00,1.16906,1.16942,1.16887,1.16906,362,0,0
2025-07-22 16:00:00,1.16906,1.16967,1.16905,1.16909,399,0,0
2025-07-22 16:05:00,1.16906,1.16919,1.16838,1.16841,296,0,0
2025-07-22 16:10:00,1.16841,1.16845,1.1679,1.16832,310,0,0
2025-07-22 16:15:00,1.16832,1.16883,1.16814,1.16838,322,0,0
2025-07-22 16:20:00,1.16838,1.1691,1.16838,1.1691,308,0,0
2025-07-22 16:25:00,1.1691,1.16927,1.1687400000000001,1.16887,294,0,0
2025-07-22 16:30:00,1.16887,1.16927,1.16863,1.16875,379,0,0
2025-07-22 16:35:00,1.16875,1.1691,1.1686,1.16909,291,0,0
2025-07-22 16:40:00,1.16909,1.17016,1.16901,1.16994,419,0,0
2025-07-22 16:45:00,1.16994,1.17002,1.16947,1.16987,306,0,0
2025-07-22 16:50:00,1.16987,1.17042,1.1697899999999999,1.17038,450,0,0
2025-07-22 16:55:00,1.17038,1.17045,1.17016,1.17044,414,0,0
2025-07-22 17:00:00,1.17044,1.17048,1.16963,1.16971,463,0,0
2025-07-22 17:05:00,1.16971,1.16978,1.16909,1.16913,355,0,0
2025-07-22 17:10:00,1.16913,1.16995,1.16913,1.16957,361,0,0
2025-07-22 17:15:00,1.16957,1.1700599999999999,1.16954,1.16961,359,0,0
2025-07-22 17:20:00,1.1696,1.17012,1.1696,1.16978,290,0,0
2025-07-22 17:25:00,1.1697899999999999,1.17013,1.1697,1.16991,311,0,0
2025-07-22 17:30:00,1.16991,1.17028,1.16985,1.16998,328,0,0
2025-07-22 17:35:00,1.16998,1.17047,1.16997,1.1700599999999999,372,0,0
2025-07-22 17:40:00,1.1700599999999999,1.17066,1.17005,1.1706,331,0,0
2025-07-22 17:45:00,1.1706,1.17158,1.17038,1.17141,461,0,0
2025-07-22 17:50:00,1.17141,1.17249,1.17139,1.1724700000000001,677,0,0
2025-07-22 17:55:00,1.1724700000000001,1.17266,1.17193,1.1722299999999999,880,0,0
2025-07-22 18:00:00,1.1722,1.17228,1.17171,1.17175,696,0,0
2025-07-22 18:05:00,1.17175,1.17187,1.17146,1.1718,389,0,0
2025-07-22 18:10:00,1.1718,1.17329,1.1718,1.17321,498,0,0
2025-07-22 18:15:00,1.17321,1.17373,1.17292,1.17352,395,0,0
2025-07-22 18:20:00,1.17352,1.1739,1.1734499999999999,1.17366,340,0,0
2025-07-22 18:25:00,1.17366,1.1736900000000001,1.17332,1.17338,390,0,0
2025-07-22 18:30:00,1.17334,1.17361,1.1731,1.17355,427,0,0
2025-07-22 18:35:00,1.17356,1.17465,1.17342,1.17431,447,0,0
2025-07-22 18:40:00,1.17431,1.17446,1.17394,1.1742,399,0,0
2025-07-22 18:45:00,1.1742,1.17432,1.17388,1.17399,372,0,0
2025-07-22 18:50:00,1.17399,1.17448,1.17388,1.17445,267,0,0
2025-07-22 18:55:00,1.17445,1.1749,1.17438,1.17481,326,0,0
2025-07-22 19:00:00,1.17481,1.17489,1.17448,1.17479,338,0,0
2025-07-22 19:05:00,1.17479,1.17598,1.17478,1.17564,429,0,0
2025-07-22 19:10:00,1.17564,1.17592,1.17541,1.1755,325,0,0
2025-07-22 19:15:00,1.1755,1.17586,1.17549,1.17564,232,0,0
2025-07-22 19:20:00,1.17565,1.17576,1.17538,1.17544,241,0,0
2025-07-22 19:25:00,1.17544,1.1758899999999999,1.17544,1.17582,252,0,0
2025-07-22 19:30:00,1.17582,1.17605,1.17559,1.1756,287,0,0
2025-07-22 19:35:00,1.1756,1.1757,1.17533,1.17543,294,0,0
2025-07-22 19:40:00,1.17543,1.17584,1.17513,1.17575,251,0,0
2025-07-22 19:45:00,1.17575,1.17575,1.17527,1.17551,186,0,0
2025-07-22 19:50:00,1.17551,1.17569,1.17515,1.17519,148,0,0
2025-07-22 19:55:00,1.17519,1.17578,1.17512,1.17551,215,0,0
2025-07-22 20:00:00,1.17551,1.17554,1.1751800000000001,1.17532,179,0,0
2025-07-22 20:05:00,1.17532,1.17549,1.17509,1.17519,175,0,0
2025-07-22 20:10:00,1.1752,1.1753,1.17508,1.17524,179,0,0
2025-07-22 20:15:00,1.17524,1.17534,1.17492,1.17497,158,0,0
2025-07-22 20:20:00,1.17498,1.17526,1.1749100000000001,1.17498,158,0,0
2025-07-22 20:25:00,1.17498,1.17519,1.1746699999999999,1.1747,208,0,0
2025-07-22 20:30:00,1.1747,1.17471,1.17434,1.17448,243,0,0
2025-07-22 20:35:00,1.17448,1.1745700000000001,1.17431,1.17456,142,0,0
2025-07-22 20:40:00,1.17456,1.17484,1.17455,1.17455,144,0,0
2025-07-22 20:45:00,1.17455,1.17475,1.17447,1.17469,134,0,0
2025-07-22 20:50:00,1.17469,1.17489,1.17452,1.17454,196,0,0
2025-07-22 20:55:00,1.17454,1.17473,1.17448,1.17459,107,0,0
2025-07-22 21:00:00,1.17459,1.17474,1.17436,1.1745,164,0,0
2025-07-22 21:05:00,1.1745,1.17454,1.17419,1.17439,127,0,0
2025-07-22 21:10:00,1.17439,1.17454,1.17434,1.17434,99,0,0
2025-07-22 21:15:00,1.17434,1.17461,1.17432,1.1745,108,0,0
